Time,X,Y,Z,Error
0.0,18.743995938502863,1.796942881536232,32.32004968474885,0.4549832740732399
0.00700068473815918,18.803497208919598,1.8614616966875204,32.374393269340615,0.4911324678414126
0.013000726699829102,18.974894580494507,1.7570868830507678,32.060787959186584,0.2820239868969555
0.022003650665283203,18.974894580494507,1.7570868830507678,32.060787959186584,0.2820239868969555
0.02800130844116211,19.018602626662485,1.8000053229594108,32.072000896539336,0.23322579387897333
0.04244208335876465,18.97860046506913,1.7145417378949261,32.02591613002901,0.22660698454125305
0.05344343185424805,18.97860046506913,1.7145417378949261,32.02591613002901,0.22660698454125305
0.059450387954711914,18.982316486124596,1.671944266842221,31.991062625855736,0.171177405977985
0.0709531307220459,19.001763490303144,1.6512192105271133,31.99976836461701,0.20054465357442566
0.07695651054382324,18.954380667848426,1.650917654967344,32.023426334050846,0.304739199975366
0.08495688438415527,18.954380667848426,1.650917654967344,32.023426334050846,0.304739199975366
0.0909566879272461,18.961814462531805,1.5657238997257608,31.95371590874712,0.19399171310336755
0.10153770446777344,18.961814462531805,1.5657238997257608,31.95371590874712,0.19399171310336755
0.10853767395019531,18.98132171577354,1.5450075242988888,31.962461173300817,0.22342071606071398
0.1175382137298584,18.93398359878745,1.5447406626097795,31.98613917171876,0.32758325355494866
0.12353777885437012,18.941429348977803,1.4594962402482174,31.916443743226058,0.21693505887161332
0.13557076454162598,18.941429348977803,1.4594962402482174,31.916443743226058,0.21693505887161332
0.18149352073669434,19.012261869526213,1.4564046901802215,31.877219888206056,0.16938380438572914
0.18749427795410156,18.96491158289915,1.4563355495007393,31.90086061700706,0.2736059038149355
0.20349359512329102,19.01618681991652,1.4739587428706074,31.852822849345316,0.19652502659204582
0.21349763870239258,18.976328173158475,1.3884103899206508,31.80668884536477,0.1902185267619522
0.21949458122253418,18.976328173158475,1.3884103899206508,31.80668884536477,0.1902185267619522
0.22949481010437012,18.976328173158475,1.3884103899206508,31.80668884536477,0.1902185267619522
0.23549604415893555,19.043297192668213,1.367601073345753,31.791912658318427,0.11552858801555624
0.24549460411071777,19.047232705394862,1.3851772081593587,31.76742158559052,0.14268986247414428
0.2524995803833008,19.047232705394862,1.3851772081593587,31.76742158559052,0.14268986247414428
0.26050782203674316,19.047232705394862,1.3851772081593587,31.76742158559052,0.14268986247414428
0.26750922203063965,19.047394396480577,1.4456550334532778,31.777869161898675,0.2251159994577666
